"Opportunity Name","New MRR (converted) Currency","New MRR (converted)","Net MRR (converted) Currency","Net MRR (converted)","Net TCV (converted) Currency","Net TCV (converted)","NRR (converted) Currency","NRR (converted)","Country of Origin","Account Name","Sales Type","TransactionTypeList","Opportunity Owner","Created Date","Close Date","Primary Campaign Purpose","Campaign Type","Campaign Name","Country of Origin","Created Date","Start Date","Opportunity Owner: Manager","Reporting Business Unit","Category","Sub-Category","Stage"
"FarmaFacil traslado Tocoa #2","USD","0.00","USD","0.00","USD","300.00","USD","300.00","Honduras","CORPORACION DE SALUD VALENCIANA S. A. DE C. V.","Upsale","Migration","Elvin Estrada","04-11-2024","04-17-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_VIP Links_Ent_Apr2024","Latam Region","03-11-2024","04-24-2024","Laura Alvarado","LatAmRegional","Event","Special Event","Closed Won"
"FarmaFacil traslado LLMC #1 SPS","USD","0.00","USD","0.00","USD","185.00","USD","185.00","Honduras","CORPORACION DE SALUD VALENCIANA S. A. DE C. V.","Upsale","Migration","Elvin Estrada","04-12-2024","04-23-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_VIP Links_Ent_Apr2024","Latam Region","03-11-2024","04-24-2024","Laura Alvarado","LatAmRegional","Event","Special Event","Closed Won"
"Farmafacil traslado comayagua #1","USD","0.00","USD","0.00","USD","280.00","USD","280.00","Honduras","CORPORACION DE SALUD VALENCIANA S. A. DE C. V.","Upsale","Migration","Elvin Estrada","04-12-2024","04-17-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_VIP Links_Ent_Apr2024","Latam Region","03-11-2024","04-24-2024","Laura Alvarado","LatAmRegional","Event","Special Event","Closed Won"
"FarmaFacil traslado de enlace de Datos Choluteca","USD","0.00","USD","0.00","USD","300.00","USD","300.00","Honduras","CORPORACION DE SALUD VALENCIANA S. A. DE C. V.","Upsale","Migration","Elvin Estrada","04-12-2024","04-19-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_VIP Links_Ent_Apr2024","Latam Region","03-11-2024","04-24-2024","Laura Alvarado","LatAmRegional","Event","Special Event","Closed Won"
"Farma Facil Zamorano estacion texaco","USD","165.00","USD","165.00","USD","4440.00","USD","480.00","Honduras","CORPORACION DE SALUD VALENCIANA S. A. DE C. V.","Upsale","New Service","Elvin Estrada","03-04-2024","03-11-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_VIP Links_Ent_Apr2024","Latam Region","03-11-2024","04-24-2024","Laura Alvarado","LatAmRegional","Event","Special Event","Closed Won"
"COSAVAL enlace Bodegas COALSA","USD","105.00","USD","105.00","USD","2520.00","USD","0.00","Honduras","CORPORACION DE SALUD VALENCIANA S. A. DE C. V.","Upsale","New Service","Elvin Estrada","03-14-2024","03-19-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_VIP Links_Ent_Apr2024","Latam Region","03-11-2024","04-24-2024","Laura Alvarado","LatAmRegional","Event","Special Event","Closed Won"
"FarmaFacil Pronto Mall el Dorado","USD","105.00","USD","105.00","USD","2520.00","USD","0.00","Honduras","CORPORACION DE SALUD VALENCIANA S. A. DE C. V.","Upsale","New Service","Elvin Estrada","05-15-2024","05-21-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_VIP Links_Ent_Apr2024","Latam Region","03-11-2024","04-24-2024","Laura Alvarado","LatAmRegional","Event","Special Event","Closed Won"
"FarmaFacil el Triangulo La Entrada Copan","USD","105.00","USD","105.00","USD","2520.00","USD","0.00","Honduras","CORPORACION DE SALUD VALENCIANA S. A. DE C. V.","Upsale","New Service","Elvin Estrada","05-20-2024","05-23-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_VIP Links_Ent_Apr2024","Latam Region","03-11-2024","04-24-2024","Laura Alvarado","LatAmRegional","Event","Special Event","Closed Won"
"CREFISA - SIEM","USD","2500.00","USD","2500.00","USD","90500.00","USD","500.00","Honduras","SEGUROS CREFISA S.A DE C.F","Upsale/Crossale","New Service","Wilfredo Banegas","05-28-2023","09-30-2024","Sales Tracking","Seminar / Conference","LATAM_HON_TGU_Event_LogWars_Ent_May2023","Honduras","06-07-2023","05-24-2023","Emerson Diaz","LatAmENT","Event","One-to-Few","Solution Design"
"CEPROBAN - IAAS","USD","0.00","USD","0.00","","","USD","0.00","Honduras","CEPROBAN S.A.","Crossale","","Wilfredo Banegas","06-29-2023","08-05-2023","Sales Tracking","Email","LATAM_Prod_Xsell_Ent_IaaS-DDoSLarge_Apr2023","Latam Region","04-19-2023","04-19-2023","Emerson Diaz","LatAmENT","Email","Offer","Closed Lost"
"CACEINTOL - Red de Enlaces","USD","350.00","USD","350.00","USD","12600.00","USD","0.00","Honduras","Cooperativa de Ahorro y Credito Empleados de la Salud","New Customer","New Service","Wilfredo Banegas","08-25-2022","01-03-2024","Lead Generation","Email","LATAM_HON_Enterprise_Oferta 1Mes Gratis Conectividad_2023","Honduras","03-06-2023","03-01-2023","Emerson Diaz","LatAmENT","Email","Offer","Closed Lost"
"Alutech_DRaaS _SAP B1 // Hanna","USD","2500.00","USD","2500.00","USD","90000.00","USD","0.00","Honduras","ALUTECH SA DE CV","Crossale","New Service","Leticia Pamela Padilla","05-05-2022","11-30-2024","Sales Tracking","Seminar / Conference","LATAM_HON_SPS_Event_SAP-B1toHANA_Ent_May2023","Honduras","04-20-2023","05-10-2023","Luis Alcantara","LatAmENT","Event","One-to-Few","Solution Design"
"Optica popular IaaS","USD","3800.00","USD","3800.00","USD","91200.00","USD","0.00","Honduras","OPTICA POPULAR S.A.","Upsale/Crossale","New Service","Elvin Estrada","09-05-2022","02-29-2024","Sales Tracking","Special Events","LATAM_HN_Enterprise_Event_VIPLinks_Jun2023","Honduras","07-18-2023","06-21-2023","Laura Alvarado","LatAmENT","Event","Special Event","Closed Lost"
"Optica Popular SmartConn","USD","1950.00","USD","1950.00","USD","70200.00","USD","0.00","Honduras","OPTICA POPULAR S.A.","Upsale/Crossale","New Service","Elvin Estrada","03-29-2023","09-25-2023","Sales Tracking","Special Events","LATAM_HN_Enterprise_Event_VIPLinks_Jun2023","Honduras","07-18-2023","06-21-2023","Laura Alvarado","LatAmENT","Event","Special Event","Closed Lost"
"BAC - Enlace Giga Metropolitano SPS","USD","700.00","USD","700.00","USD","25200.00","USD","0.00","Honduras","BANCO DE AMERICA CENTRAL HONDURAS S.A.","Upsale","New Service","Wilfredo Banegas","05-31-2023","07-24-2023","Sales Tracking","Special Events","LATAM_HN_Enterprise_Event_VIPLinks_Jun2023","Honduras","07-18-2023","06-21-2023","Emerson Diaz","LatAmENT","Event","Special Event","Closed Won"
"FICENSA - DRaaS 2024","USD","5750.00","USD","5750.00","USD","211000.00","USD","4000.00","Honduras","BANCO FICENSA","Upsale/Crossale","New Service","Wilfredo Banegas","02-16-2024","07-31-2024","Sales Tracking","Advertisement","LATAM_Hon_Event_Workshops One-to-One TGU_Ent_Feb2024","Honduras","02-14-2024","02-19-2024","Emerson Diaz","LatAmENT","Event","One-to-One","Solution Design"
"Davivienda - Seguridad Endpoints","USD","2350.00","USD","2350.00","USD","84600.00","USD","0.00","Honduras","BANCO DAVIVIENDA HONDURAS S.A.","Upsale/Crossale","New Service","Wilfredo Banegas","05-28-2023","01-03-2024","Sales Tracking","Seminar / Conference","LATAM_HON_TGU_Event_LogWars_Ent_May2023","Honduras","06-07-2023","05-24-2023","Emerson Diaz","LatAmENT","Event","One-to-Few","Closed Lost"
"Davivienda - Servicio Vulnerability Management","USD","1200.00","USD","1200.00","USD","43200.00","USD","0.00","Honduras","BANCO DAVIVIENDA HONDURAS S.A.","Upsale/Crossale","New Service","Wilfredo Banegas","05-29-2024","09-30-2024","Sales Tracking","Advertisement","LATAM_Hon_Event_Vulnerability Launch TGU_May2024","Honduras","04-03-2024","05-28-2024","Emerson Diaz","LatAmENT","Event","One-to-Few","Solution Design"
"Vesta Canal de datos TGU-SPS","USD","0.00","USD","0.00","","","USD","0.00","Honduras","VESTA CUSTOMS S.A. DE C.V.","Upsale/Crossale","","Donal Medina","09-11-2023","01-02-2024","Sales Tracking","Seminar / Conference","LATAM_HON_TGU_Event_Desayunos Tecnologicos_Ago2023","Honduras","08-04-2023","08-08-2023","Laura Alvarado","LatAmENT","Event","One-to-Few","Closed Lost"
"Inversiones Castell-Office 365","USD","0.00","USD","0.00","","","USD","0.00","Honduras","Inversiones Castell S DE RL DE CV","Upsale/Crossale","","Gerardo Vasquez","05-28-2024","07-31-2024","Sales Tracking","Advertisement","LATAM_Hon_Event_Microsoft Defender SPS_Ent_May2024","Honduras","03-01-2024","05-16-2024","Luis Alcantara","LatAmENT","Event","One-to-Few","Prospecting & Qualification"
"HCS_PBX Telefonia Cemcol","USD","0.00","USD","0.00","","","USD","0.00","Honduras","CEMCOL COMERCIAL SA DE CV","Upsale/Crossale","","Leticia Pamela Padilla","11-02-2022","12-31-2024","Sales Tracking","Special Events","LATAM_HN_Enterprise_Event_VIPLinks_Jun2023","Honduras","07-18-2023","06-21-2023","Luis Alcantara","LatAmENT","Event","Special Event","Solution Design"
"Lacthosa // Proyecto Inteligencia de negocios Fase I","USD","6000.00","USD","6000.00","USD","72000.00","USD","0.00","Honduras","LACTEOS DE HONDURAS S A DE C V","Upsale/Crossale","New Service","Fanny Tabora","03-16-2023","07-26-2024","Sales Tracking","Seminar / Conference","LATAM_HON_SPS_Event_SAP-B1toHANA_Ent_May2023","Honduras","04-20-2023","05-10-2023","Luis Alcantara","LatAmENT","Event","One-to-Few","Solution Design"
"Lacthosa // Upgrade de Project y Power BI Pre","USD","164.63","USD","164.63","USD","1975.56","USD","0.00","Honduras","LACTEOS DE HONDURAS S A DE C V","Upsale","New Service; Upgrade","Fanny Tabora","05-24-2024","06-12-2024","Sales Tracking","Advertisement","LATAM_Hon_Event_Microsoft Defender SPS_Ent_May2024","Honduras","03-01-2024","05-16-2024","Luis Alcantara","LatAmENT","Event","One-to-Few","Closed Won"
"Farmacity capidad de 100 Megas para las sedes.","USD","350.00","USD","350.00","USD","8400.00","USD","0.00","Honduras","FARMACITY S DE RL DE CV","Upsale/Crossale","New Service","Donal Medina","09-11-2023","07-08-2024","Sales Tracking","Seminar / Conference","LATAM_HON_TGU_Event_Desayunos Tecnologicos_Ago2023","Honduras","08-04-2023","08-08-2023","Laura Alvarado","LatAmENT","Event","One-to-Few","Closed Lost"
"Farmacity Danli #6","USD","45.00","USD","45.00","USD","1620.00","USD","0.00","Honduras","FARMACITY S DE RL DE CV","Upsale","New Service","Donal Medina","05-13-2024","05-16-2024","Lead Generation","Advertisement","LATAM_Hon_Event_Giras Regionales Tegucigalpa_Ent_Feb2024","Honduras","02-14-2024","02-15-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
"Graphxsource TEG- Conectividad","USD","300.00","USD","300.00","USD","7200.00","USD","0.00","Honduras","GRAPHXSOURCE HONDURAS SOCIEDAD DE RESPONSABILIDAD LIMITADA","Upsale/Crossale","New Service","Gerardo Vasquez","01-11-2024","03-08-2024","Sales Tracking","Advertisement","LATAM_Hon_Event_One-to-Ones Seguridad_Ent_Feb2024","Honduras","02-13-2024","02-21-2024","Luis Alcantara","LatAmENT","Event","One-to-One","Closed Lost"
"Alorica -licencias","USD","0.00","USD","0.00","","","USD","0.00","Honduras","ALORICA HONDURAS S.A","Upsale/Crossale","","Gerardo Vasquez","05-28-2024","08-12-2024","Sales Tracking","Advertisement","LATAM_Hon_Event_Microsoft Defender SPS_Ent_May2024","Honduras","03-01-2024","05-16-2024","Luis Alcantara","LatAmENT","Event","One-to-Few","Prospecting & Qualification"
"Corporacion La Cumbre // Servicios SAP","USD","1000.00","USD","1000.00","USD","12000.00","USD","0.00","Honduras","CORPORACION LA CUMBRE S.A DE C.V.","Upsale/Crossale","New Service","Fanny Tabora","06-12-2023","10-31-2023","Sales Tracking","Seminar / Conference","LATAM_HON_SPS_Event_SAP-B1toHANA_Ent_May2023","Honduras","04-20-2023","05-10-2023","Luis Alcantara","LatAmENT","Event","One-to-Few","Closed Lost"
"UTILES servidores","USD","316.00","USD","316.00","USD","11376.00","USD","0.00","Honduras","UTILES DE HONDURAS SA DE CV","Upsale/Crossale","New Service","Keila Fajardo","05-16-2023","09-07-2023","Sales Tracking","Seminar / Conference","LATAM_HON_SPS_Event_SAP-B1toHANA_Ent_May2023","Honduras","04-20-2023","05-10-2023","Luis Alcantara","LatAmENT","Event","One-to-Few","Closed Lost"
"MEYKO SPS LAS GAVIOTAS","USD","120.00","USD","120.00","USD","4320.00","USD","0.00","Honduras","Grupo MEY-KO S.A.","Upsale/Crossale","New Service","Bertha Ohara","11-06-2023","03-20-2024","Sales Tracking","Seminar / Conference","LATAM_HON_TGU_Event_Desayuno Microsoft Defender_Nov2023","Honduras","07-06-2023","11-08-2023","Laura Alvarado","LatAmENT","Event","One-to-Few","Closed Lost"
"Bamboo tienda de ropa, Internet","USD","60.00","USD","60.00","USD","720.00","USD","0.00","Honduras","BAMBOO, SOCIEDAD DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE","New Customer","New Service","Donal Medina","05-21-2024","05-23-2024","Lead Generation","Advertisement","LATAM_Hon_Event_Giras Regionales Tegucigalpa_Ent_Feb2024","Honduras","02-14-2024","02-15-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
"Lau House Restaurante, Internet","USD","60.00","USD","60.00","USD","720.00","USD","0.00","Honduras","LUA HOUSE RESTAURANTE BAR, S.DE. R.L.","New Customer","New Service","Donal Medina","05-21-2024","05-23-2024","Lead Generation","Advertisement","LATAM_Hon_Event_Giras Regionales Tegucigalpa_Ent_Feb2024","Honduras","02-14-2024","02-15-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
"Nauffar_10 Mbps de Internet Guaimaca","USD","295.00","USD","295.00","USD","7685.00","USD","605.00","Honduras","HN NAUFFAR GERMANY DOORS AND WINDOWS","Upsale/Crossale","New Service","Leticia Pamela Padilla","03-06-2024","04-30-2024","Sales Tracking","Advertisement","LATAM_Hon_Event_One-to-Ones Cloud IT_Ent_Feb2024","Honduras","02-13-2024","02-21-2024","Luis Alcantara","LatAmENT","Event","One-to-One","Closed Lost"
"PLIHSA -Re/Implementacion VM Presentacion SAP + Licencias.","USD","1708.00","USD","908.00","USD","-4768.00","USD","120.00","Honduras","PLASTICOS INDUSTRIALES HONDUREÑOS SA DE CV","Upsale","New Service; Disconnection","Leticia Pamela Padilla","02-20-2024","02-22-2024","Sales Tracking","Advertisement","LATAM_Hon_Event_One-to-Ones Cloud IT_Ent_Feb2024","Honduras","02-13-2024","02-21-2024","Luis Alcantara","LatAmENT","Event","One-to-One","Closed Won"
"Larach Y Cia Server","USD","5011.00","USD","5011.00","USD","180396.00","USD","0.00","Honduras","Larach y Cia S de RL de CV","Upsale/Crossale","New Service","Donal Medina","05-16-2023","02-14-2024","Sales Tracking","Seminar / Conference","LATAM_HON_TGU_Event_SAP-B1toHANA_Ent_May2023","Honduras","04-20-2023","05-09-2023","Laura Alvarado","LatAmENT","Event","One-to-Few","Closed Lost"
"Cadelga _Soluciones Servicios SAP","USD","7500.00","USD","7500.00","USD","270000.00","USD","0.00","Honduras","CADELGA S.A.","Crossale","New Service","Leticia Pamela Padilla","01-17-2023","08-07-2023","Sales Tracking","Special Events","LATAM_HN_Enterprise_Event_VIPLinks_Jun2023","Honduras","07-18-2023","06-21-2023","Luis Alcantara","LatAmENT","Event","Special Event","Closed Lost"
"Remarco, Perfumería Magie Danlí","USD","80.00","USD","80.00","USD","2880.00","USD","0.00","Honduras","REPRESENTACIONES MARES COMERCIALES S.A DE C.V","Upsale","New Service","Donal Medina","02-16-2024","03-07-2024","Lead Generation","Advertisement","LATAM_Hon_Event_Giras Regionales Tegucigalpa_Ent_Feb2024","Honduras","02-14-2024","02-15-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
"Corporación MCC Nuevo Enlace para Cámaras de Seguridad","USD","75.00","USD","75.00","USD","1800.00","USD","0.00","Honduras","CORPORACION MCC S.A DE C.V.","Upsale","New Service","Donal Medina","02-13-2024","02-16-2024","Sales Tracking","Advertisement","LATAM_Hon_Event_Workshops One-to-One TGU_Ent_Feb2024","Honduras","02-14-2024","02-19-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
"CMCC Nuevo MPLS para Camaras","USD","75.00","USD","75.00","USD","1800.00","USD","0.00","Honduras","CORPORACION MCC S.A DE C.V.","Upsale","New Service; Reconfiguration","Donal Medina","02-27-2024","03-06-2024","Sales Tracking","Advertisement","LATAM_Hon_Event_Workshops One-to-One TGU_Ent_Feb2024","Honduras","02-14-2024","02-19-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
"corporacion MCC Incrementos de Internet","USD","150.00","USD","150.00","USD","5400.00","USD","0.00","Honduras","CORPORACION MCC S.A DE C.V.","Upsale/Crossale","Upgrade","Donal Medina","05-08-2024","06-03-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_VIP Links_Ent_Apr2024","Latam Region","03-11-2024","04-24-2024","Laura Alvarado","LatAmRegional","Event","Special Event","Closed Lost"
"Mendels Megamall de SPS, MPLS, Internet","USD","265.00","USD","265.00","USD","9541.00","USD","1.00","Honduras","CORPORACION MCC S.A DE C.V.","Upsale","New Service","Donal Medina","05-27-2024","07-15-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_VIP Links_Ent_Apr2024","Latam Region","03-11-2024","04-24-2024","Laura Alvarado","LatAmRegional","Event","Special Event","Closed Won"
"Erica Reyes, IP Transit","USD","80.00","USD","80.00","USD","960.00","USD","0.00","Honduras","ERICA , REYES GARCIA","New Customer","New Service","Donal Medina","04-24-2024","04-26-2024","Lead Generation","Advertisement","LATAM_Hon_Event_Giras Regionales Tegucigalpa_Ent_Feb2024","Honduras","02-14-2024","02-15-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
"Pablo Avila Internet Centro Comercial","USD","80.00","USD","80.00","USD","960.00","USD","0.00","Honduras","PABLO ANTONIO, AVILA ACUÑA","New Customer","New Service","Donal Medina","04-29-2024","05-06-2024","Lead Generation","Advertisement","LATAM_Hon_Event_Giras Regionales Tegucigalpa_Ent_Feb2024","Honduras","02-14-2024","02-15-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
"TVC renovacion 2023-2025","USD","0.00","USD","0.00","USD","0.00","USD","0.00","Honduras","COMPANIA TELEVISORA S.A.","Upsale/Crossale","Renewal","Elvin Estrada","01-02-2023","10-04-2023","Sales Tracking","Seminar / Conference","LATAM_HON_Event_Visita DC Tocancipa_Ent_Sep2023","Honduras","07-04-2023","09-07-2023","Laura Alvarado","LatAmENT","Event","One-to-Few","Closed Lost"
"TVC Office M365","USD","2211.00","USD","2211.00","USD","26532.00","USD","0.00","Honduras","COMPANIA TELEVISORA S.A.","Upsale/Crossale","New Service","Elvin Estrada","03-20-2024","08-13-2024","Sales Tracking","Advertisement","LATAM_Hon_Event_Workshops One-to-One TGU_Ent_Feb2024","Honduras","02-14-2024","02-19-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Solution Design"
"MDA IaaS Managed","USD","715.00","USD","715.00","USD","8580.00","USD","0.00","Honduras","Mega Distribuidora Avicola","New Customer","New Service","Keila Fajardo","01-26-2023","07-31-2023","Sales Tracking","Seminar / Conference","LATAM_HON_SPS_Event_SAP-B1toHANA_Ent_May2023","Honduras","04-20-2023","05-10-2023","Luis Alcantara","LatAmENT","Event","One-to-Few","Closed Lost"
"AEF  IaaS","USD","906.95","USD","906.95","USD","21923.28","USD","156.48","Honduras","ASOCIACION EDUCACION Y FAMILIA","Upsale/Crossale","New Service","Bertha Ohara","02-03-2023","08-03-2023","Sales Tracking","Seminar / Conference","LATAM_HON_TGU_Event_SAP-B1toHANA_Ent_May2023","Honduras","04-20-2023","05-09-2023","Laura Alvarado","LatAmENT","Event","One-to-Few","Closed Lost"
"VIGINET New services 10x10G from LS- Globenet ? Maiquetia to NAP of the Americas","USD","85000.00","USD","85000.00","USD","3060000.00","USD","0.00","Wholesale","CORPORACION VNET C.A.","Upsale","New Service","Ricardo Zambrano","03-27-2023","04-13-2023","Lead Generation","Tradeshow","NETWORKS_Event_AndinaLink_Mar2023","Colombia","01-30-2023","03-07-2023","Juan Narvaez","Networks","Event","Partner/Sponsor","Closed Won"
"VIGINET New service 400G Protected from Punto Fijo, Venezuela to NAP Miami--Fase 1 & 2","USD","170000.00","USD","170000.00","USD","6120000.00","USD","0.00","Wholesale","CORPORACION VNET C.A.","Upsale","New Service","Ricardo Zambrano","09-28-2023","11-20-2023","Brand Awareness","Tradeshow","NETWORKS_COL_VEN_FITELVEN_SEP_2023","Colombia","09-11-2023","09-20-2023","Juan Narvaez","Networks","Event","Partner/Sponsor","Closed Won"
"URMED Nuevo servicio IP 1Gbps","USD","784.15","USD","784.15","USD","9580.00","USD","170.21","Wholesale","TELECOMUNICACIONES URMED S.A.S","New Customer","New Service","Juan Jacobo Navarro","03-31-2023","06-26-2023","Lead Generation","Tradeshow","NETWORKS_Event_AndinaLink_Mar2023","Colombia","01-30-2023","03-07-2023","Cesar Lafaurie","Networks","Event","Partner/Sponsor","Closed Won"
"IP TECHNOLOGIES Nuevo IP 5Gbps Pasto","USD","2127.66","USD","2127.66","USD","25531.91","USD","0.00","Wholesale","IP TECHNOLOGIES","Upsale","New Service","Carlos Ramirez","11-16-2023","12-12-2023","Brand Awareness","Tradeshow","Networks_COL_SantaMarta_EXpoISP_2023","Colombia","09-11-2023","10-26-2023","","Networks","Event","Partner/Sponsor","Closed Won"
"Arelion Nuevo servicio ETH 5Gbps OPP - 106634 (Honduras)","USD","3650.00","USD","3650.00","USD","131400.00","USD","0.00","Wholesale","Arelion U.S. Inc.","Upsale","New Service","Carlos Ramirez","05-17-2023","07-10-2023","Lead Generation","Special Events","NETWORKS_Event_ITW_Mar2023","Colombia","03-20-2023","03-20-2023","","Networks","Event","Partner/Sponsor","Closed Won"
